ecad_id,Asset_id,Program/product,term,Mortgage Outstanding Balance,Rate/margin,Disbursment Data ( start MTG Date),Completion Data ( Closing MTG Date),Initial Borrow capital,Loan to Value,Monthly repayment,Next due payment date,Monthly capital repayment with zero interest,Months already paid,Months due paid,Property Valuation,Customer Initial deposit
1701593496,,,,,,,,,,,,,,,,
1701593497,,,,,,,,,,,,,,,,
1701593498,,,,,,,,,,,,,,,,
1701593499,,,,,,,,,,,,,,,,
1701593501,,,,,,,,,,,,,,,,
1701593502,,,,,,,,,,,,,,,,
1701593503,,,,,,,,,,,,,,,,
1701593504,,,,,,,,,,,,,,,,
1701593505,,,,,,,,,,,,,,,,
1701593506,,,,,,,,,,,,,,,,
1701593645,,,,,,,,,,,,,,,,
1701593646,,,,,,,,,,,,,,,,
1701593647,,,,,,,,,,,,,,,,
1701593648,,,,,,,,,,,,,,,,
1701593649,,,,,,,,,,,,,,,,
1701593650,,,,,,,,,,,,,,,,
1701593651,,,,,,,,,,,,,,,,
1701593652,,,,,,,,,,,,,,,,
1701593653,,,,,,,,,,,,,,,,
1701593654,,,,,,,,,,,,,,,,
1701593655,,,,,,,,,,,,,,,,
1701593656,,,,,,,,,,,,,,,,
1701593657,,,,,,,,,,,,,,,,
1701593658,,,,,,,,,,,,,,,,
1701593659,,,,,,,,,,,,,,,,
1701593660,,,,,,,,,,,,,,,,
1701593661,,,,,,,,,,,,,,,,
1701593662,,,,,,,,,,,,,,,,
1701593663,,,,,,,,,,,,,,,,
1701593664,,,,,,,,,,,,,,,,
1701593665,,,,,,,,,,,,,,,,
1701593666,,,,,,,,,,,,,,,,
1701593667,,,,,,,,,,,,,,,,
1701593668,,,,,,,,,,,,,,,,
1701593670,,,,,,,,,,,,,,,,
1701593671,,,,,,,,,,,,,,,,
1701593713,,,,,,,,,,,,,,,,
1701593714,,,,,,,,,,,,,,,,
1701593954,,,,,,,,,,,,,,,,
1701593955,,,,,,,,,,,,,,,,
1701593956,,,,,,,,,,,,,,,,
1701593957,,,,,,,,,,,,,,,,
1701593958,,,,,,,,,,,,,,,,
1701593959,,,,,,,,,,,,,,,,
1701593960,,,,,,,,,,,,,,,,
1701593961,,,,,,,,,,,,,,,,
1701593962,,,,,,,,,,,,,,,,
1701593963,,,,,,,,,,,,,,,,
1701593964,,,,,,,,,,,,,,,,
1701593965,,,,,,,,,,,,,,,,
1701593966,,,,,,,,,,,,,,,,
1701593967,,,,,,,,,,,,,,,,
1701593968,,,,,,,,,,,,,,,,
1701593969,,,,,,,,,,,,,,,,
1701593970,,,,,,,,,,,,,,,,
1701593971,,,,,,,,,,,,,,,,
1701593972,,,,,,,,,,,,,,,,
1701593973,,,,,,,,,,,,,,,,
1701593974,,,,,,,,,,,,,,,,
1701593975,,,,,,,,,,,,,,,,
1701593976,,,,,,,,,,,,,,,,
1701593977,,,,,,,,,,,,,,,,
1701593978,,,,,,,,,,,,,,,,
1701593979,,,,,,,,,,,,,,,,
1701593980,,,,,,,,,,,,,,,,
1701593981,,,,,,,,,,,,,,,,
1701593982,,,,,,,,,,,,,,,,
1701593983,,,,,,,,,,,,,,,,
1701593984,,,,,,,,,,,,,,,,
1701593985,,,,,,,,,,,,,,,,
1701593986,,,,,,,,,,,,,,,,
1701593987,,,,,,,,,,,,,,,,
1701593988,,,,,,,,,,,,,,,,
1701593989,,,,,,,,,,,,,,,,
1701593990,,,,,,,,,,,,,,,,
1701593991,,,,,,,,,,,,,,,,
1701593992,,,,,,,,,,,,,,,,
1701593993,,,,,,,,,,,,,,,,
1701593994,,,,,,,,,,,,,,,,
1701593995,,,,,,,,,,,,,,,,
1701593996,,,,,,,,,,,,,,,,
1701593997,,,,,,,,,,,,,,,,
1701593998,,,,,,,,,,,,,,,,
1701593999,,,,,,,,,,,,,,,,
1701594000,,,,,,,,,,,,,,,,
1701594001,,,,,,,,,,,,,,,,
1701594002,,,,,,,,,,,,,,,,
1701594003,,,,,,,,,,,,,,,,
1701594004,,,,,,,,,,,,,,,,
1701594005,,,,,,,,,,,,,,,,
1701594006,,,,,,,,,,,,,,,,
1701594007,,,,,,,,,,,,,,,,
1701594008,,,,,,,,,,,,,,,,
1701594009,,,,,,,,,,,,,,,,
1701594010,,,,,,,,,,,,,,,,
1701594011,,,,,,,,,,,,,,,,
1701594012,,,,,,,,,,,,,,,,
1701594013,,,,,,,,,,,,,,,,
1701594014,,,,,,,,,,,,,,,,
1701594015,,,,,,,,,,,,,,,,
1701594016,,,,,,,,,,,,,,,,
1701594017,,,,,,,,,,,,,,,,
1701594018,,,,,,,,,,,,,,,,
1701594019,,,,,,,,,,,,,,,,
1701594020,,,,,,,,,,,,,,,,
1701594021,,,,,,,,,,,,,,,,
1701594022,,,,,,,,,,,,,,,,
1701594023,,,,,,,,,,,,,,,,
1701594024,,,,,,,,,,,,,,,,
1701594025,,,,,,,,,,,,,,,,
1701594026,,,,,,,,,,,,,,,,
1701594027,,,,,,,,,,,,,,,,
1701594028,,,,,,,,,,,,,,,,
1701594029,,,,,,,,,,,,,,,,
1701594030,,,,,,,,,,,,,,,,
1701594031,,,,,,,,,,,,,,,,
1701594032,,,,,,,,,,,,,,,,
1701594033,,,,,,,,,,,,,,,,
1701594034,,,,,,,,,,,,,,,,
1701594035,,,,,,,,,,,,,,,,
1701594036,,,,,,,,,,,,,,,,
1701594037,,,,,,,,,,,,,,,,
1701594038,,,,,,,,,,,,,,,,
1701594039,,,,,,,,,,,,,,,,
1701594040,,,,,,,,,,,,,,,,
1701594041,,,,,,,,,,,,,,,,
1701594042,,,,,,,,,,,,,,,,
1701594043,,,,,,,,,,,,,,,,
1701594044,,,,,,,,,,,,,,,,
1701594045,,,,,,,,,,,,,,,,
1701594046,,,,,,,,,,,,,,,,
1701594047,,,,,,,,,,,,,,,,
1701594048,,,,,,,,,,,,,,,,
1701594049,,,,,,,,,,,,,,,,
1701594050,,,,,,,,,,,,,,,,
1701594051,,,,,,,,,,,,,,,,
1701594052,,,,,,,,,,,,,,,,
1701594053,,,,,,,,,,,,,,,,
1701594054,,,,,,,,,,,,,,,,
1701594055,,,,,,,,,,,,,,,,
1701594056,,,,,,,,,,,,,,,,
1701594057,,,,,,,,,,,,,,,,
1701594058,,,,,,,,,,,,,,,,
1701594059,,,,,,,,,,,,,,,,
1701594060,,,,,,,,,,,,,,,,
1701594061,,,,,,,,,,,,,,,,
1701594062,,,,,,,,,,,,,,,,
1701594063,,,,,,,,,,,,,,,,
1701594064,,,,,,,,,,,,,,,,
1701594065,,,,,,,,,,,,,,,,
1701594066,,,,,,,,,,,,,,,,
1701594067,,,,,,,,,,,,,,,,
1701594068,,,,,,,,,,,,,,,,
1701594069,,,,,,,,,,,,,,,,
1701594070,,,,,,,,,,,,,,,,
1701594071,,,,,,,,,,,,,,,,
1701594072,,,,,,,,,,,,,,,,
1701594073,,,,,,,,,,,,,,,,
1701594074,,,,,,,,,,,,,,,,
1701594075,,,,,,,,,,,,,,,,
1701594076,,,,,,,,,,,,,,,,
1701594077,,,,,,,,,,,,,,,,
1701594078,,,,,,,,,,,,,,,,
1701594079,,,,,,,,,,,,,,,,
1701594080,,,,,,,,,,,,,,,,
1701594082,,,,,,,,,,,,,,,,
1701594083,,,,,,,,,,,,,,,,
1701594084,,,,,,,,,,,,,,,,
1701594085,,,,,,,,,,,,,,,,
1701594086,,,,,,,,,,,,,,,,
1701594087,,,,,,,,,,,,,,,,
1701594089,,,,,,,,,,,,,,,,
1701594090,,,,,,,,,,,,,,,,
1701594091,,,,,,,,,,,,,,,,
1701594092,,,,,,,,,,,,,,,,
1701594093,,,,,,,,,,,,,,,,
1701594094,,,,,,,,,,,,,,,,
1701594095,,,,,,,,,,,,,,,,
1701594096,,,,,,,,,,,,,,,,
1701594097,,,,,,,,,,,,,,,,
1701594098,,,,,,,,,,,,,,,,
1701594099,,,,,,,,,,,,,,,,
1701594100,,,,,,,,,,,,,,,,
1701594127,,,,,,,,,,,,,,,,
1701594128,,,,,,,,,,,,,,,,
1701594129,,,,,,,,,,,,,,,,
1701594130,,,,,,,,,,,,,,,,
1701594131,,,,,,,,,,,,,,,,
1701594132,,,,,,,,,,,,,,,,
1701594133,,,,,,,,,,,,,,,,
1701594134,,,,,,,,,,,,,,,,
1701594135,,,,,,,,,,,,,,,,
1701594136,,,,,,,,,,,,,,,,
1701594137,,,,,,,,,,,,,,,,
1701594138,,,,,,,,,,,,,,,,
1701594139,,,,,,,,,,,,,,,,
1701594140,,,,,,,,,,,,,,,,
1701594141,,,,,,,,,,,,,,,,
1701594142,,,,,,,,,,,,,,,,
1701594143,,,,,,,,,,,,,,,,
1701594144,,,,,,,,,,,,,,,,
1701594145,,,,,,,,,,,,,,,,
1701594146,,,,,,,,,,,,,,,,
1701594147,,,,,,,,,,,,,,,,
1701594148,,,,,,,,,,,,,,,,
1701594149,,,,,,,,,,,,,,,,
1701594150,,,,,,,,,,,,,,,,
1701594151,,,,,,,,,,,,,,,,
1701594152,,,,,,,,,,,,,,,,
1701594153,,,,,,,,,,,,,,,,
1701594154,,,,,,,,,,,,,,,,
1701594155,,,,,,,,,,,,,,,,
1701594156,,,,,,,,,,,,,,,,
1701594157,,,,,,,,,,,,,,,,
1701594158,,,,,,,,,,,,,,,,
1701594159,,,,,,,,,,,,,,,,
1701594160,,,,,,,,,,,,,,,,
1701594161,,,,,,,,,,,,,,,,
1701594162,,,,,,,,,,,,,,,,
1701594163,,,,,,,,,,,,,,,,
1701594164,,,,,,,,,,,,,,,,
1701594165,,,,,,,,,,,,,,,,
1701594166,,,,,,,,,,,,,,,,
1701594167,,,,,,,,,,,,,,,,
1701594168,,,,,,,,,,,,,,,,
1701594169,,,,,,,,,,,,,,,,
1701594170,,,,,,,,,,,,,,,,
1701594171,,,,,,,,,,,,,,,,
1701594172,,,,,,,,,,,,,,,,
1701594173,,,,,,,,,,,,,,,,
1701594174,,,,,,,,,,,,,,,,
1701594175,,,,,,,,,,,,,,,,
1701594176,,,,,,,,,,,,,,,,
1701594177,,,,,,,,,,,,,,,,
1701594178,,,,,,,,,,,,,,,,
1701594179,,,,,,,,,,,,,,,,
1701594180,,,,,,,,,,,,,,,,
1701594181,,,,,,,,,,,,,,,,
1701594182,,,,,,,,,,,,,,,,
1701594183,,,,,,,,,,,,,,,,
1701594184,,,,,,,,,,,,,,,,
1701594185,,,,,,,,,,,,,,,,
1701594186,,,,,,,,,,,,,,,,
1701594187,,,,,,,,,,,,,,,,
1701594188,,,,,,,,,,,,,,,,
1701594189,,,,,,,,,,,,,,,,
1701594192,,,,,,,,,,,,,,,,
1701594193,,,,,,,,,,,,,,,,
1701594194,,,,,,,,,,,,,,,,
1701594195,,,,,,,,,,,,,,,,
1701594196,,,,,,,,,,,,,,,,
1701594197,,,,,,,,,,,,,,,,
1701594198,,,,,,,,,,,,,,,,
1701594199,,,,,,,,,,,,,,,,
1701594200,,,,,,,,,,,,,,,,
1701594201,,,,,,,,,,,,,,,,
1701594202,,,,,,,,,,,,,,,,
1701594203,,,,,,,,,,,,,,,,
1701594204,,,,,,,,,,,,,,,,
1701594205,,,,,,,,,,,,,,,,
1701594206,,,,,,,,,,,,,,,,
1701594207,,,,,,,,,,,,,,,,
1701594208,,,,,,,,,,,,,,,,
1701594209,,,,,,,,,,,,,,,,
1701594210,,,,,,,,,,,,,,,,
1701594211,,,,,,,,,,,,,,,,
1701594212,,,,,,,,,,,,,,,,
1701594213,,,,,,,,,,,,,,,,
1701594214,,,,,,,,,,,,,,,,
1701594215,,,,,,,,,,,,,,,,
1701594216,,,,,,,,,,,,,,,,
1701594217,,,,,,,,,,,,,,,,
1701594218,,,,,,,,,,,,,,,,
1701594219,,,,,,,,,,,,,,,,
1701594220,,,,,,,,,,,,,,,,
1701594221,,,,,,,,,,,,,,,,
1701594222,,,,,,,,,,,,,,,,
1701594224,,,,,,,,,,,,,,,,
1701594225,,,,,,,,,,,,,,,,
1701594226,,,,,,,,,,,,,,,,
1701594227,,,,,,,,,,,,,,,,
1701594228,,,,,,,,,,,,,,,,
1701594229,,,,,,,,,,,,,,,,
1701594230,,,,,,,,,,,,,,,,
1701594231,,,,,,,,,,,,,,,,
1701594232,,,,,,,,,,,,,,,,
1701594233,,,,,,,,,,,,,,,,
1701594234,,,,,,,,,,,,,,,,
1701594235,,,,,,,,,,,,,,,,
1701594236,,,,,,,,,,,,,,,,
1701594237,,,,,,,,,,,,,,,,
1701594238,,,,,,,,,,,,,,,,
1701594239,,,,,,,,,,,,,,,,
1701594240,,,,,,,,,,,,,,,,
1701594241,,,,,,,,,,,,,,,,
1701594242,,,,,,,,,,,,,,,,
1701594243,,,,,,,,,,,,,,,,
1701594244,,,,,,,,,,,,,,,,
1701594245,,,,,,,,,,,,,,,,
1701594246,,,,,,,,,,,,,,,,
1701594247,,,,,,,,,,,,,,,,
1701594248,,,,,,,,,,,,,,,,
1701594249,,,,,,,,,,,,,,,,
1701594250,,,,,,,,,,,,,,,,
1701594251,,,,,,,,,,,,,,,,
1701594252,,,,,,,,,,,,,,,,
1701594253,,,,,,,,,,,,,,,,
1701594254,,,,,,,,,,,,,,,,
1701594255,,,,,,,,,,,,,,,,
1701594256,,,,,,,,,,,,,,,,
1701594257,,,,,,,,,,,,,,,,
1701594258,,,,,,,,,,,,,,,,
1701594259,,,,,,,,,,,,,,,,
1701594260,,,,,,,,,,,,,,,,
1701594261,,,,,,,,,,,,,,,,
1701594262,,,,,,,,,,,,,,,,
1701594263,,,,,,,,,,,,,,,,
1701594264,,,,,,,,,,,,,,,,
1701594265,,,,,,,,,,,,,,,,
1701594266,,,,,,,,,,,,,,,,
1701594267,,,,,,,,,,,,,,,,
1701594268,,,,,,,,,,,,,,,,
1701594269,,,,,,,,,,,,,,,,
1701594270,,,,,,,,,,,,,,,,
1701594271,,,,,,,,,,,,,,,,
1701594272,,,,,,,,,,,,,,,,
1701594274,,,,,,,,,,,,,,,,
1701594275,,,,,,,,,,,,,,,,
1701594276,,,,,,,,,,,,,,,,
1701594277,,,,,,,,,,,,,,,,
1701594278,,,,,,,,,,,,,,,,
1701594279,,,,,,,,,,,,,,,,
1701594281,,,,,,,,,,,,,,,,
1701594282,,,,,,,,,,,,,,,,
1701594283,,,,,,,,,,,,,,,,
1701594284,,,,,,,,,,,,,,,,
1701594285,,,,,,,,,,,,,,,,
1701594286,,,,,,,,,,,,,,,,
1701594287,,,,,,,,,,,,,,,,
1701594288,,,,,,,,,,,,,,,,
1701594289,,,,,,,,,,,,,,,,
1701594290,,,,,,,,,,,,,,,,
1701594291,,,,,,,,,,,,,,,,
1701594292,,,,,,,,,,,,,,,,
1701594293,,,,,,,,,,,,,,,,
1701594294,,,,,,,,,,,,,,,,
1701594295,,,,,,,,,,,,,,,,
1701594296,,,,,,,,,,,,,,,,
1701594297,,,,,,,,,,,,,,,,
1701594298,,,,,,,,,,,,,,,,
1701594299,,,,,,,,,,,,,,,,
1701594300,,,,,,,,,,,,,,,,
1701594301,,,,,,,,,,,,,,,,
1701594302,,,,,,,,,,,,,,,,
1701594303,,,,,,,,,,,,,,,,
1701594304,,,,,,,,,,,,,,,,
1701594305,,,,,,,,,,,,,,,,
1701594306,,,,,,,,,,,,,,,,
1701594307,,,,,,,,,,,,,,,,
1701594308,,,,,,,,,,,,,,,,
1701594309,,,,,,,,,,,,,,,,
1701594310,,,,,,,,,,,,,,,,
1701594311,,,,,,,,,,,,,,,,
1701594324,,,,,,,,,,,,,,,,
1701594325,,,,,,,,,,,,,,,,
1701594326,,,,,,,,,,,,,,,,
1701594327,,,,,,,,,,,,,,,,
1701594328,,,,,,,,,,,,,,,,
1701594329,,,,,,,,,,,,,,,,
1701594330,,,,,,,,,,,,,,,,
1701594331,,,,,,,,,,,,,,,,
1701594332,,,,,,,,,,,,,,,,
1701594333,,,,,,,,,,,,,,,,
1701594334,,,,,,,,,,,,,,,,
1701594335,,,,,,,,,,,,,,,,
1701594336,,,,,,,,,,,,,,,,
1701594337,,,,,,,,,,,,,,,,
1701594338,,,,,,,,,,,,,,,,
1701594339,,,,,,,,,,,,,,,,
1701594340,,,,,,,,,,,,,,,,
1701594341,,,,,,,,,,,,,,,,
1701594342,,,,,,,,,,,,,,,,
1701594343,,,,,,,,,,,,,,,,
1701594344,,,,,,,,,,,,,,,,
1701594345,,,,,,,,,,,,,,,,
1701594346,,,,,,,,,,,,,,,,
1701594347,,,,,,,,,,,,,,,,
1701594348,,,,,,,,,,,,,,,,
1701594349,,,,,,,,,,,,,,,,
1701594350,,,,,,,,,,,,,,,,
1701594351,,,,,,,,,,,,,,,,
1701594352,,,,,,,,,,,,,,,,
1701594353,,,,,,,,,,,,,,,,
1701594354,,,,,,,,,,,,,,,,
1701594355,,,,,,,,,,,,,,,,
1701594356,,,,,,,,,,,,,,,,
1701594357,,,,,,,,,,,,,,,,
1701594358,,,,,,,,,,,,,,,,
1701594359,,,,,,,,,,,,,,,,
1701594360,,,,,,,,,,,,,,,,
1701594361,,,,,,,,,,,,,,,,
1701594362,,,,,,,,,,,,,,,,
1701594363,,,,,,,,,,,,,,,,
1701594364,,,,,,,,,,,,,,,,
1701594365,,,,,,,,,,,,,,,,
1701594366,,,,,,,,,,,,,,,,
1701594367,,,,,,,,,,,,,,,,
1701594368,,,,,,,,,,,,,,,,
1701594369,,,,,,,,,,,,,,,,
1701594370,,,,,,,,,,,,,,,,
1701594371,,,,,,,,,,,,,,,,
1701594372,,,,,,,,,,,,,,,,
1701594373,,,,,,,,,,,,,,,,
1701594374,,,,,,,,,,,,,,,,
1701594375,,,,,,,,,,,,,,,,
1701594376,,,,,,,,,,,,,,,,
1701594377,,,,,,,,,,,,,,,,
1701594378,,,,,,,,,,,,,,,,
1701594379,,,,,,,,,,,,,,,,
1701594380,,,,,,,,,,,,,,,,
1701594381,,,,,,,,,,,,,,,,
1701594382,,,,,,,,,,,,,,,,
1701594383,,,,,,,,,,,,,,,,
1701594384,,,,,,,,,,,,,,,,
1701594385,,,,,,,,,,,,,,,,
1701594386,,,,,,,,,,,,,,,,
1701594387,,,,,,,,,,,,,,,,
1701594388,,,,,,,,,,,,,,,,
1701594389,,,,,,,,,,,,,,,,
1701594391,,,,,,,,,,,,,,,,
1701594392,,,,,,,,,,,,,,,,
1701594393,,,,,,,,,,,,,,,,
1701594394,,,,,,,,,,,,,,,,
1701594395,,,,,,,,,,,,,,,,
1701594396,,,,,,,,,,,,,,,,
1701594397,,,,,,,,,,,,,,,,
1701594398,,,,,,,,,,,,,,,,
1701594399,,,,,,,,,,,,,,,,
1701594400,,,,,,,,,,,,,,,,
1701594401,,,,,,,,,,,,,,,,
1701594402,,,,,,,,,,,,,,,,
1701594403,,,,,,,,,,,,,,,,
1701594404,,,,,,,,,,,,,,,,
1701594405,,,,,,,,,,,,,,,,
1701594406,,,,,,,,,,,,,,,,
1701594407,,,,,,,,,,,,,,,,
1701594408,,,,,,,,,,,,,,,,
1701594409,,,,,,,,,,,,,,,,
1701594410,,,,,,,,,,,,,,,,
1701594411,,,,,,,,,,,,,,,,
1701594413,,,,,,,,,,,,,,,,
1701594414,,,,,,,,,,,,,,,,
1701594415,,,,,,,,,,,,,,,,
1701594416,,,,,,,,,,,,,,,,
1701594418,,,,,,,,,,,,,,,,
1701594420,,,,,,,,,,,,,,,,
1701594421,,,,,,,,,,,,,,,,
1701594422,,,,,,,,,,,,,,,,
1701594423,,,,,,,,,,,,,,,,
1701594424,,,,,,,,,,,,,,,,
1701594425,,,,,,,,,,,,,,,,
1701594426,,,,,,,,,,,,,,,,
1701594427,,,,,,,,,,,,,,,,
1701594428,,,,,,,,,,,,,,,,
1701594429,,,,,,,,,,,,,,,,
1701594430,,,,,,,,,,,,,,,,
1701594431,,,,,,,,,,,,,,,,
1701594432,,,,,,,,,,,,,,,,
1701594433,,,,,,,,,,,,,,,,
1701594434,,,,,,,,,,,,,,,,
1701594435,,,,,,,,,,,,,,,,
1701594436,,,,,,,,,,,,,,,,
1701594437,,,,,,,,,,,,,,,,
1701594438,,,,,,,,,,,,,,,,
1701594439,,,,,,,,,,,,,,,,
1701594440,,,,,,,,,,,,,,,,
1701594441,,,,,,,,,,,,,,,,
1701594442,,,,,,,,,,,,,,,,
1701594443,,,,,,,,,,,,,,,,
1701594444,,,,,,,,,,,,,,,,
1701594445,,,,,,,,,,,,,,,,
1701594446,,,,,,,,,,,,,,,,
1701594447,,,,,,,,,,,,,,,,
1701594448,,,,,,,,,,,,,,,,
1701594449,,,,,,,,,,,,,,,,
1701594450,,,,,,,,,,,,,,,,
1701594451,,,,,,,,,,,,,,,,
1701594452,,,,,,,,,,,,,,,,
1701594453,,,,,,,,,,,,,,,,
1701594454,,,,,,,,,,,,,,,,
1701594455,,,,,,,,,,,,,,,,
1701594456,,,,,,,,,,,,,,,,
1701594457,,,,,,,,,,,,,,,,
1701594458,,,,,,,,,,,,,,,,
1701594459,,,,,,,,,,,,,,,,
1701594460,,,,,,,,,,,,,,,,
1701594461,,,,,,,,,,,,,,,,
1701594462,,,,,,,,,,,,,,,,
1701594463,,,,,,,,,,,,,,,,
1701594464,,,,,,,,,,,,,,,,
1701594465,,,,,,,,,,,,,,,,
1701594466,,,,,,,,,,,,,,,,
1701594467,,,,,,,,,,,,,,,,
1701594468,,,,,,,,,,,,,,,,
1701594469,,,,,,,,,,,,,,,,
1701594470,,,,,,,,,,,,,,,,
1701594471,,,,,,,,,,,,,,,,
1701594472,,,,,,,,,,,,,,,,
1701594473,,,,,,,,,,,,,,,,
1701594474,,,,,,,,,,,,,,,,
1701594475,,,,,,,,,,,,,,,,
1701594476,,,,,,,,,,,,,,,,
1701594477,,,,,,,,,,,,,,,,
1701594478,,,,,,,,,,,,,,,,
1701594479,,,,,,,,,,,,,,,,
1701594480,,,,,,,,,,,,,,,,
1701594481,,,,,,,,,,,,,,,,
1701594482,,,,,,,,,,,,,,,,
1701594483,,,,,,,,,,,,,,,,
1701594484,,,,,,,,,,,,,,,,
1701594485,,,,,,,,,,,,,,,,
1701594486,,,,,,,,,,,,,,,,
1701594487,,,,,,,,,,,,,,,,
1701594488,,,,,,,,,,,,,,,,
1701594489,,,,,,,,,,,,,,,,
1701594490,,,,,,,,,,,,,,,,
1701594491,,,,,,,,,,,,,,,,
1701594492,,,,,,,,,,,,,,,,
1701594493,,,,,,,,,,,,,,,,
1701594494,,,,,,,,,,,,,,,,
1701594495,,,,,,,,,,,,,,,,
1701594496,,,,,,,,,,,,,,,,
1701594497,,,,,,,,,,,,,,,,
1701594498,,,,,,,,,,,,,,,,
1701594499,,,,,,,,,,,,,,,,
1701594500,,,,,,,,,,,,,,,,
1701594501,,,,,,,,,,,,,,,,
1701594502,,,,,,,,,,,,,,,,
1701594503,,,,,,,,,,,,,,,,
1701594504,,,,,,,,,,,,,,,,
1701594505,,,,,,,,,,,,,,,,
1701594515,,,,,,,,,,,,,,,,
1701594520,,,,,,,,,,,,,,,,
1701594521,,,,,,,,,,,,,,,,
1701594522,,,,,,,,,,,,,,,,
1701594523,,,,,,,,,,,,,,,,
1701594524,,,,,,,,,,,,,,,,
1701594525,,,,,,,,,,,,,,,,
1701594526,,,,,,,,,,,,,,,,
1701594527,,,,,,,,,,,,,,,,
1701594528,,,,,,,,,,,,,,,,
1701594529,,,,,,,,,,,,,,,,
1701594530,,,,,,,,,,,,,,,,
1701594531,,,,,,,,,,,,,,,,
1701594532,,,,,,,,,,,,,,,,
1701594533,,,,,,,,,,,,,,,,
1701594536,,,,,,,,,,,,,,,,
1701594537,,,,,,,,,,,,,,,,
1701594538,,,,,,,,,,,,,,,,
1701594539,,,,,,,,,,,,,,,,
1701594540,,,,,,,,,,,,,,,,
1701594541,,,,,,,,,,,,,,,,
1701594542,,,,,,,,,,,,,,,,
1701594543,,,,,,,,,,,,,,,,
1701594544,,,,,,,,,,,,,,,,
1701594545,,,,,,,,,,,,,,,,
1701594546,,,,,,,,,,,,,,,,
1701594547,,,,,,,,,,,,,,,,
1701594548,,,,,,,,,,,,,,,,
1701594549,,,,,,,,,,,,,,,,
1701594550,,,,,,,,,,,,,,,,
1701594551,,,,,,,,,,,,,,,,
1701594552,,,,,,,,,,,,,,,,
1701594553,,,,,,,,,,,,,,,,
1701594554,,,,,,,,,,,,,,,,
1701594555,,,,,,,,,,,,,,,,
1701594556,,,,,,,,,,,,,,,,
1701594557,,,,,,,,,,,,,,,,
1701594558,,,,,,,,,,,,,,,,
1701594559,,,,,,,,,,,,,,,,
1701594560,,,,,,,,,,,,,,,,
1701594561,,,,,,,,,,,,,,,,
1701594562,,,,,,,,,,,,,,,,
1701594563,,,,,,,,,,,,,,,,
1701594564,,,,,,,,,,,,,,,,
1701594565,,,,,,,,,,,,,,,,
1701594566,,,,,,,,,,,,,,,,
1701594567,,,,,,,,,,,,,,,,
1701594568,,,,,,,,,,,,,,,,
1701594569,,,,,,,,,,,,,,,,
1701594570,,,,,,,,,,,,,,,,
1701594571,,,,,,,,,,,,,,,,
1701594572,,,,,,,,,,,,,,,,
1701594573,,,,,,,,,,,,,,,,
1701594574,,,,,,,,,,,,,,,,
1701594575,,,,,,,,,,,,,,,,
1701594576,,,,,,,,,,,,,,,,
1701594577,,,,,,,,,,,,,,,,
1701594578,,,,,,,,,,,,,,,,
1701594579,,,,,,,,,,,,,,,,
1701594580,,,,,,,,,,,,,,,,
1701594581,,,,,,,,,,,,,,,,
1701594582,,,,,,,,,,,,,,,,
1701594583,,,,,,,,,,,,,,,,
1701594584,,,,,,,,,,,,,,,,
1701594585,,,,,,,,,,,,,,,,
1701594586,,,,,,,,,,,,,,,,
1701594587,,,,,,,,,,,,,,,,
1701594588,,,,,,,,,,,,,,,,
1701594589,,,,,,,,,,,,,,,,
1701594590,,,,,,,,,,,,,,,,
1701594591,,,,,,,,,,,,,,,,
1701594592,,,,,,,,,,,,,,,,
1701594593,,,,,,,,,,,,,,,,
1701594594,,,,,,,,,,,,,,,,
1701594595,,,,,,,,,,,,,,,,
1701594596,,,,,,,,,,,,,,,,
1701594597,,,,,,,,,,,,,,,,
1701594616,,,,,,,,,,,,,,,,
1701594626,,,,,,,,,,,,,,,,
1701594627,,,,,,,,,,,,,,,,
1701594628,,,,,,,,,,,,,,,,
1701594629,,,,,,,,,,,,,,,,
1701594630,,,,,,,,,,,,,,,,
1701594640,,,,,,,,,,,,,,,,
1701594641,,,,,,,,,,,,,,,,
1701594642,,,,,,,,,,,,,,,,
1701594643,,,,,,,,,,,,,,,,
1701594644,,,,,,,,,,,,,,,,
1701594645,,,,,,,,,,,,,,,,
1701594646,,,,,,,,,,,,,,,,
1701594647,,,,,,,,,,,,,,,,
1701594648,,,,,,,,,,,,,,,,
1701594649,,,,,,,,,,,,,,,,
1701594650,,,,,,,,,,,,,,,,
1701594651,,,,,,,,,,,,,,,,
1701594652,,,,,,,,,,,,,,,,
1701594653,,,,,,,,,,,,,,,,
1701594654,,,,,,,,,,,,,,,,
1701594655,,,,,,,,,,,,,,,,
1701594656,,,,,,,,,,,,,,,,
1701594657,,,,,,,,,,,,,,,,
1701594658,,,,,,,,,,,,,,,,
1701594659,,,,,,,,,,,,,,,,
1701594660,,,,,,,,,,,,,,,,
1701594661,,,,,,,,,,,,,,,,
1701594662,,,,,,,,,,,,,,,,
1701594663,,,,,,,,,,,,,,,,
1701594664,,,,,,,,,,,,,,,,
1701594665,,,,,,,,,,,,,,,,
1701594666,,,,,,,,,,,,,,,,
1701594667,,,,,,,,,,,,,,,,
1701594668,,,,,,,,,,,,,,,,
1701594669,,,,,,,,,,,,,,,,
1701594670,,,,,,,,,,,,,,,,
1701594671,,,,,,,,,,,,,,,,
1701594672,,,,,,,,,,,,,,,,
1701594673,,,,,,,,,,,,,,,,
1701594674,,,,,,,,,,,,,,,,
